experiment_id,experiment_label,feature_columns,target_transform,model_name,selected_within_configuration,selected_final,cv_rmse_mean,cv_rmse_std,cv_improvement_vs_phase1_percent,folds_better_than_phase1,meaningful_stable_improvement,test_mae,test_rmse,test_r2,test_median_absolute_error,test_within_10_percent,test_within_20_percent,test_within_30_percent,cv_time_seconds,final_training_time_seconds
B_n_token,Phase 1 + n_token,n_token,raw,hist_gradient_boosting,True,False,117.61578566029627,30.445709884747217,-0.44256246389492715,1,False,71.32698359934574,130.3625893414988,0.31075698621042547,40.309096220126975,0.13513513513513514,0.18018018018018017,0.21621621621621623,3.9038546649990167,2.2404308669993043
B_n_token,Phase 1 + n_token,n_token,log1p,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.2739013009995688,
B_n_token,Phase 1 + n_token,n_token,log1p,decision_tree,False,False,143.57747699400863,34.46141694114897,,,,,,,,,,,0.25328958600039186,
B_n_token,Phase 1 + n_token,n_token,log1p,random_forest,False,False,125.21556197821455,31.0996942194711,,,,,,,,,,,3.788002339000741,
B_n_token,Phase 1 + n_token,n_token,log1p,extra_trees,True,False,122.70271270625899,32.807640031393525,,,,56.28333261636871,121.15714632979989,0.40466078860387145,23.911074749928716,0.08108108108108109,0.1891891891891892,0.23423423423423423,4.222169607999604,1.2177997310009232
B_n_token,Phase 1 + n_token,n_token,log1p,gradient_boosting,False,False,128.25952549810867,30.663268755554725,,,,,,,,,,,4.028802322998672,
B_n_token,Phase 1 + n_token,n_token,log1p,hist_gradient_boosting,False,False,123.32679798422475,29.68386238273068,,,,,,,,,,,7.641536966999411,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,raw,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.403603277000002,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,raw,decision_tree,False,False,148.21590459605596,33.29618704887091,,,,,,,,,,,0.37514157599980535,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,raw,random_forest,False,False,119.91608980660035,32.23792223315752,,,,,,,,,,,5.8683585620001395,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,raw,extra_trees,False,False,120.852522850663,33.32759677624075,,,,,,,,,,,6.248580228000719,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,raw,gradient_boosting,False,False,125.5571136617114,34.092920911617014,,,,,,,,,,,4.5927641469988885,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,raw,hist_gradient_boosting,True,False,117.09755583204523,29.666255438267935,0.0,0,False,72.4945954445611,131.56691443616646,0.2979633330518998,41.233805152043544,0.06306306306306306,0.12612612612612611,0.1891891891891892,7.29691751000064,1.7479031850016327
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,log1p,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.3664017219998641,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,log1p,decision_tree,False,False,138.72458770522016,31.360802698618947,,,,,,,,,,,0.36929324800075847,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,log1p,random_forest,False,False,124.85293849566503,30.867296125050352,,,,,,,,,,,5.394257728001321,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,log1p,extra_trees,False,False,124.02002011762242,32.30160892413545,,,,,,,,,,,5.882350075000431,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,log1p,gradient_boosting,False,False,128.3154709591609,29.49509623718718,,,,,,,,,,,4.408634367000559,
C_quantity,Phase 1 + quantity,quantity_available|quantity_value,log1p,hist_gradient_boosting,True,False,120.7781778910755,30.21563671383832,,,,59.67291748561787,131.6800182536083,0.2967557778323766,29.037801192648956,0.07207207207207207,0.16216216216216217,0.22522522522522523,6.797930721000739,1.995929349999642
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,raw,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.34570573899873125,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,raw,decision_tree,False,False,157.44867414152012,36.654764395528034,,,,,,,,,,,0.3355117060000339,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,raw,random_forest,False,False,119.47473244715984,33.44465163871868,,,,,,,,,,,7.2126376449996314,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,raw,extra_trees,False,False,121.7610772402331,33.37625050906352,,,,,,,,,,,7.0357507549997536,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,raw,gradient_boosting,False,False,121.81909062558812,35.393779951515235,,,,,,,,,,,4.276826131999769,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,raw,hist_gradient_boosting,True,False,117.63208781115159,30.26235524103731,-0.45648431797590105,4,False,70.96909138971718,129.96495247009202,0.314955283438198,39.47140114533923,0.07207207207207207,0.17117117117117117,0.2072072072072072,8.717101018000903,2.0526919450003334
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,log1p,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.36125818799882836,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,log1p,decision_tree,False,False,138.2910859867134,32.903182079426564,,,,,,,,,,,0.3576984720002656,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,log1p,random_forest,False,False,121.57921360462542,32.90375784165659,,,,,,,,,,,5.049572912999793,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,log1p,extra_trees,True,False,121.25617384970676,30.6399681892958,,,,61.998983206136046,122.15074686233983,0.39485608588365195,28.114150077254422,0.07207207207207207,0.16216216216216217,0.25225225225225223,5.478645415998471,1.2272696679992805
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,log1p,gradient_boosting,False,False,127.73656125238558,29.915318359549964,,,,,,,,,,,4.709125384000799,
D_quantity_unit,Phase 1 + quantity + unit_type,quantity_available|quantity_value|unit_type,log1p,hist_gradient_boosting,False,False,121.45954057716442,30.29673036526566,,,,,,,,,,,8.064323974000217,
E_action_type,Phase 1 + action_type,action_type,raw,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.3535892780000722,
E_action_type,Phase 1 + action_type,action_type,raw,decision_tree,False,False,151.68185921610902,42.1647325372794,,,,,,,,,,,0.3469053029984934,
E_action_type,Phase 1 + action_type,action_type,raw,random_forest,False,False,118.85171159034822,32.90235363340942,,,,,,,,,,,6.255266651000056,
E_action_type,Phase 1 + action_type,action_type,raw,extra_trees,False,False,128.7688766932413,36.816442805333566,,,,,,,,,,,6.382063492999805,
E_action_type,Phase 1 + action_type,action_type,raw,gradient_boosting,False,False,123.54484449155912,34.44847481463548,,,,,,,,,,,4.362351054000101,
E_action_type,Phase 1 + action_type,action_type,raw,hist_gradient_boosting,True,False,115.6436944596151,30.197332605795552,1.2415813140586989,5,False,71.90353042578782,130.81337707105806,0.30598200449422064,41.739547231920156,0.09009009009009009,0.14414414414414414,0.21621621621621623,6.880321845001163,1.9031310999998823
E_action_type,Phase 1 + action_type,action_type,log1p,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.33424327300053847,
E_action_type,Phase 1 + action_type,action_type,log1p,decision_tree,False,False,137.47464305800128,30.485372265539098,,,,,,,,,,,0.3386178419987118,
E_action_type,Phase 1 + action_type,action_type,log1p,random_forest,False,False,122.92303273131509,31.024063345968525,,,,,,,,,,,4.799642044999928,
E_action_type,Phase 1 + action_type,action_type,log1p,extra_trees,False,False,126.2579028995975,33.34372782160422,,,,,,,,,,,5.961201637999693,
E_action_type,Phase 1 + action_type,action_type,log1p,gradient_boosting,False,False,126.81651895129366,30.13224671117971,,,,,,,,,,,4.393151402999138,
E_action_type,Phase 1 + action_type,action_type,log1p,hist_gradient_boosting,True,False,117.34904757082636,29.182001834591578,,,,57.35698864268165,129.35762650329656,0.3213427493991877,24.04071115998223,0.07207207207207207,0.2072072072072072,0.24324324324324326,6.2648492850003095,2.2009966850000637
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.3358496689997992,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,decision_tree,False,False,152.37870890427524,44.9203386637536,,,,,,,,,,,0.32159320500068134,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,random_forest,False,False,119.10574571299112,34.29930396973345,,,,,,,,,,,5.63108502599971,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,extra_trees,False,False,127.74983406904093,32.80710842664724,,,,,,,,,,,5.880163620999156,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,gradient_boosting,False,False,126.11582699049598,40.41230672304687,,,,,,,,,,,4.52858021099928,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,hist_gradient_boosting,True,False,116.07791498083122,31.3717757281325,0.8707618566150883,4,False,71.4805267179725,129.09727710214162,0.32407177604437865,42.6208156282229,0.05405405405405406,0.12612612612612611,0.18018018018018017,7.6203277180011355,2.8196289480001724
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.35836550099884334,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,decision_tree,False,False,140.51000355275858,37.648993174793816,,,,,,,,,,,0.35199560600085533,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,random_forest,True,False,118.57542255293052,35.89215326321325,,,,54.91250117860726,122.2602404659756,0.3937707206868859,19.63179806860589,0.15315315315315314,0.22522522522522523,0.2882882882882883,5.399838553999871,1.16997307299971
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,extra_trees,False,False,124.56206245554158,35.523212480459755,,,,,,,,,,,5.386374853000234,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,gradient_boosting,False,False,125.70631336803788,34.32033658839969,,,,,,,,,,,4.304997064000418,
G_complexity_scope,Phase 1 + complexity/scope indicators,complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,hist_gradient_boosting,False,False,118.75371134424199,32.79810990769033,,,,,,,,,,,6.970739393000258,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.36019801200018264,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,decision_tree,False,False,150.42008688714674,44.45466993124312,,,,,,,,,,,0.3427683080008137,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,random_forest,False,False,119.78497106096259,34.948682170592825,,,,,,,,,,,6.41551505300049,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,extra_trees,False,False,129.56074119368688,34.13084580721751,,,,,,,,,,,8.04274421000082,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,gradient_boosting,False,False,122.75232376894323,40.038150407769606,,,,,,,,,,,6.187685491999218,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,raw,hist_gradient_boosting,True,False,115.7840772898571,30.503410841635937,1.1216959507439062,4,False,69.154167383703,125.90212521161513,0.35711611645530794,42.71482351321562,0.0990990990990991,0.17117117117117117,0.2072072072072072,13.38860290500088,3.145465735999096
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,median_baseline,False,False,159.53837682323928,25.1788883576266,,,,,,,,,,,0.38652905599883525,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,decision_tree,False,False,133.8831491381473,32.57510497276712,,,,,,,,,,,0.41092851200119185,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,random_forest,True,False,117.81054429041019,35.67547071454891,,,,53.6583482560128,117.97174723937165,0.43555394782062984,20.016477859249083,0.08108108108108109,0.22522522522522523,0.2972972972972973,6.30809090799994,1.3852832010015845
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,extra_trees,False,False,122.22370802029441,37.300825001740044,,,,,,,,,,,5.954603197000324,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,gradient_boosting,False,False,124.53916122009316,35.2325550474621,,,,,,,,,,,4.931963248000102,
H_all_reliable,Phase 1 + all reliable structured features,n_token|quantity_available|quantity_value|unit_type|action_type|complexity_analysis|complexity_research|complexity_revision|complexity_long_form|complexity_completion|complexity_learning|scope_all|scope_multiple|scope_each|scope_complete,log1p,hist_gradient_boosting,False,False,118.73438777017932,32.26643291305103,,,,,,,,,,,9.687586136999016,
