row_id,tugas,source_group_id,has_deadline,deadline_days_or_zero,importance,estimated_duration_minutes,quantity_available,quantity_value,unit_type,action_type,task_category,complexity_indicator,complexity_analysis,complexity_research,complexity_revision,complexity_long_form,complexity_completion,complexity_learning,scope_all,scope_multiple,scope_each,scope_complete,n_token,extractor_version
dur_0030,kerjakan kuis space robotics,grp_f8022c62cd,1,4.0,10.0,15.0,0,0.0,<missing>,mengerjakan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0031,kerjakan ujian take home modern control theory,grp_5b1bfb1856,1,2.0,10.0,90.0,0,0.0,<missing>,mengerjakan,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0032,kirim link when2meet untuk booth,grp_635a4d62e4,1,1.0,8.0,12.0,0,0.0,<missing>,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0033,update data di excel,grp_6dd9187b44,1,1.0,9.0,24.0,0,0.0,<missing>,mengedit,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0034,revisi paragraf pembuka paper riset,grp_4b057722e6,1,4.0,8.0,30.0,0,0.0,dokumen,mengedit,lainnya,research|revision|long_form,0,1,1,1,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0035,ganti kantong sampah dapur,grp_f495180061,1,0.0,7.0,6.0,0,0.0,<missing>,mengedit,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0036,lipat seprai,grp_a6ad90b9c8,1,1.0,7.0,6.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0037,tulis di jurnal/diary,grp_42819b7db5,0,0.0,1.0,15.0,0,0.0,<missing>,menulis,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0038,tulis target mingguan,grp_36bfb84c13,1,2.0,1.0,12.0,0,0.0,<missing>,menulis,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0039,beli dumpling beku,grp_d760ca9bfa,0,0.0,3.0,30.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0040,marinasi ayam,grp_c3aa1a8832,1,1.0,5.0,24.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0041,buat teh hangat,grp_1a7b77d798,0,0.0,4.0,9.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0042,buat matcha,grp_4ed8516116,0,0.0,4.0,9.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0043,beli matcha,grp_735ebbc70c,0,0.0,4.0,30.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0044,rencanakan trip ke museum,grp_e5f2d70e67,0,0.0,2.0,24.0,0,0.0,<missing>,mengorganisir,perjalanan,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0045,balas chat tante,grp_89075cca23,1,2.0,6.0,6.0,0,0.0,<missing>,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0046,beli puzzle baru,grp_15db7e9e9f,0,0.0,1.0,30.0,0,0.0,<missing>,transaksi,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0047,hapus catatan lama,grp_7591b3ee47,0,0.0,2.0,45.0,0,0.0,<missing>,mengedit,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0048,buang makeup kedaluwarsa,grp_13ac6df760,1,5.0,6.0,18.0,0,0.0,<missing>,membersihkan,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0049,baca satu bab buku di kindle,grp_7e8cb6ebff,0,0.0,1.0,18.0,1,1.0,bab,membaca,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0050,vacuum ruangan,grp_9aaec1e914,0,0.0,2.0,30.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0051,selesaikan PR feedback control systems nomor 2 secepatnya,grp_2dfbe4f465,1,1.0,7.0,240.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,8,duration-text-rules-v3
dur_0052,update deskripsi linkedin,grp_5b57174d1d,0,0.0,4.0,180.0,0,0.0,<missing>,mengedit,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0053,bayar sewa dan tagihan utilitas,grp_4cb017d7b6,1,7.0,9.0,15.0,0,0.0,<missing>,transaksi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0054,bayar tagihan kartu kredit,grp_ea0ddc92a9,1,7.0,10.0,15.0,0,0.0,<missing>,transaksi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0055,oleskan minyak ke rambut,grp_63e621e304,0,0.0,1.0,10.8,0,0.0,<missing>,<missing>,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0056,minum air,grp_9c860973aa,0,0.0,4.0,4.8,0,0.0,<missing>,perawatan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0057,selesaikan PR ai/ml nomor 2,grp_ce91165a91,1,1.0,9.0,240.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,6,duration-text-rules-v3
dur_0058,cas HP beberapa jam,grp_7286a76fd2,0,0.0,5.0,4.8,0,0.0,<missing>,<missing>,lainnya,<missing>,0,0,0,0,0,0,0,1,0,0,4,duration-text-rules-v3
dur_0059,update CV,grp_f7fae82aab,1,2.0,6.0,150.0,0,0.0,<missing>,mengedit,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0060,selesaikan PR feedback control systems nomor 3 secepatnya,grp_0dc5532337,1,1.0,10.0,240.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,8,duration-text-rules-v3
dur_0061,buat koreografi bersama fran,grp_f0eadcf4eb,1,0.0,6.0,90.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0062,selesaikan PR feedback control systems nomor 4 secepatnya,grp_a4c461360e,1,1.0,6.0,240.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,8,duration-text-rules-v3
dur_0063,tulis bagian hasil eksperimen 2 di laporan praktikum,grp_2731998d4f,1,3.0,8.0,360.0,0,0.0,dokumen,menulis,akademik,long_form,0,0,0,1,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0064,menghadiri pesta ulang tahun,grp_17c7143a1d,1,3.0,3.0,180.0,0,0.0,<missing>,sosial,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0065,selesaikan bagian laporan praktikum sistem mekanik,grp_3db7ce161c,1,5.0,8.0,240.0,0,0.0,dokumen,mengerjakan,akademik,long_form|completion,0,0,0,1,1,0,0,0,0,0,6,duration-text-rules-v3
dur_0066,menghadiri pesta bertema,grp_cd4d0bf175,1,4.0,1.0,180.0,0,0.0,<missing>,sosial,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0067,rapikan tempat tidur,grp_d0b1579690,1,0.0,4.0,4.8,0,0.0,<missing>,membersihkan,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0068,cuci baju,grp_623d92fa3a,0,0.0,7.0,180.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0069,buang sampah,grp_6cf73a178a,1,1.5,3.0,15.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0070,lipat baju,grp_c62c2a0170,1,0.5,2.0,60.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0071,threading alis,grp_a47f0ca6cd,1,12.0,5.0,45.0,0,0.0,<missing>,perawatan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0072,selesaikan PR ai/ml nomor 3,grp_901b1b2586,1,6.0,8.0,360.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,6,duration-text-rules-v3
dur_0073,beli baju untuk konferensi society of women engineers,grp_4ee0fc72b7,1,21.0,6.0,120.0,0,0.0,<missing>,transaksi,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0074,beli tiket pesawat pulang untuk fall break,grp_68459f4cae,1,2.0,7.0,30.0,0,0.0,<missing>,transaksi,perjalanan,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0075,kirim email ke recruiter soal ketersediaan lowongan,grp_080e4b9dbb,0,0.0,9.0,30.0,0,0.0,email,mengirim,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0076,isi formulir booth,grp_fa19053f62,1,1.0,4.0,60.0,0,0.0,dokumen,mengisi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0077,melamar lowongan kerja di handshake,grp_6f73c5df50,1,40.0,8.0,60.0,0,0.0,item,mengisi,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0078,buat janji dokter gigi bulan depan,grp_2e009c4b7b,1,21.0,4.0,120.0,0,0.0,<missing>,membuat,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0079,meal prep kari di hari minggu,grp_f928755a59,1,5.0,5.0,6.0,0,0.0,<missing>,<missing>,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0080,urus visa perjalanan india,grp_3c0831630e,1,35.0,9.0,90.0,0,0.0,<missing>,<missing>,perjalanan,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0081,latihan tarian bersama fran dan kate,grp_344c48100b,1,2.0,3.0,360.0,0,0.0,<missing>,belajar,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0082,selesaikan baca buku fiksi ilmiah yang sudah dibeli,grp_fa2564d341,1,75.0,1.0,1200.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,8,duration-text-rules-v3
dur_0083,batalkan langganan yang tidak dipakai,grp_99bcf30952,1,6.0,5.0,60.0,0,0.0,<missing>,transaksi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0084,kirim email ke pemilik kos soal filter air keran yang hilang,grp_4c27d0a268,0,0.0,8.0,6.0,0,0.0,email,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,11,duration-text-rules-v3
dur_0085,bayar kembali tagihan listrik ke teman sekamar,grp_12127097f4,1,6.0,7.0,12.0,0,0.0,<missing>,transaksi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0086,baca sekilas dan review silabus untuk persiapan,grp_ec7ab264ff,0,0.0,6.0,18.0,0,0.0,dokumen,membaca,akademik,revision,0,0,1,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0087,kerjakan ujian take home bersama teman,grp_a1d48ab2b2,1,4.0,9.0,480.0,0,0.0,<missing>,mengerjakan,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0088,cairkan daging ayam giling beku untuk makan malam,grp_f001d017a6,1,0.0,3.0,3.0,0,0.0,<missing>,perawatan,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0089,update github dengan kode dari tugas dan praktikum,grp_7ef8a7cf1c,0,0.0,7.0,60.0,0,0.0,<missing>,mengedit,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0090,telepon asuransi kesehatan untuk konfirmasi biaya kunjungan rumah sakit,grp_898ecfe209,1,0.0,10.0,30.0,0,0.0,<missing>,mengirim,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0091,rencanakan trip spring break,grp_adb7a8ea36,1,55.0,3.0,90.0,0,0.0,<missing>,mengorganisir,perjalanan,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0092,minum multivitamin,grp_cfc8956dc9,1,0.0,4.0,6.0,0,0.0,<missing>,perawatan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0093,pakai sunscreen,grp_aeeddbaa92,1,0.0,7.0,6.0,0,0.0,<missing>,perawatan,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0094,buat anggaran pengeluaran bulan oktober,grp_a424b8f125,1,7.0,8.0,60.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0095,"kembalikan jeans, salah ukuran",grp_b985e72d07,1,3.0,9.0,180.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0096,minta teman membayar kembali untuk trip ke atlanta,grp_7e3063054f,0,0.0,10.0,6.0,0,0.0,<missing>,mengirim,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0097,rencanakan kencan dengan pacar,grp_f893942716,1,3.0,10.0,12.0,0,0.0,<missing>,mengorganisir,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0098,bersihkan dan rapikan file di komputer,grp_f5133180d1,0,0.0,3.0,18.0,0,0.0,file,membersihkan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0099,manicure di salon terdekat,grp_228123944a,1,14.0,2.0,120.0,0,0.0,<missing>,perawatan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0100,segera pindahkan mobil dari zona derek/pelanggaran,grp_67e295fffe,1,0.0,9.0,30.0,0,0.0,<missing>,perjalanan,perjalanan,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0101,ambil obat sebelum apotek tutup,grp_e3a5c11b5d,1,0.0,9.0,45.0,0,0.0,<missing>,perjalanan,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0102,minum antibiotik resep sesuai jadwal,grp_9ece964c36,1,0.0,10.0,3.0,0,0.0,<missing>,perawatan,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0103,balas recruiter untuk konfirmasi jadwal wawancara hari ini,grp_98f5b2794f,1,0.0,10.0,15.0,0,0.0,<missing>,mengirim,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0104,tanda tangan surat penawaran kerja sebelum deadline hari ini,grp_9e6d281756,1,0.0,10.0,15.0,0,0.0,<missing>,mengisi,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0105,unggah aplikasi grant sebelum portal tutup jam 5 sore,grp_8cf7d79a8b,1,0.0,10.0,180.0,0,0.0,<missing>,mengirim,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0106,bekukan kredit setelah dugaan penipuan,grp_7ba3078207,1,0.0,10.0,30.0,0,0.0,<missing>,<missing>,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0107,ajukan sanggahan transaksi tidak sah dalam 24 jam,grp_9ae5eea98d,1,0.0,10.0,30.0,1,24.0,jam,mengisi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0108,temui kurir di lobi sekarang,grp_54a0215d3e,1,2.0,8.0,3.0,0,0.0,<missing>,sosial,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0109,bawa KTP untuk janji temu DMV pagi ini,grp_2a43bc6c70,1,0.0,9.0,120.0,0,0.0,<missing>,perjalanan,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0110,latihan soal array untuk interview coding selama 30 menit,grp_9a70eabec2,1,1.0,8.0,45.0,1,30.0,menit,belajar,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0111,konfirmasi jadwal kelompok belajar minggu depan,grp_af87287f5b,1,3.0,6.0,120.0,0,0.0,<missing>,mengirim,lainnya,learning,0,0,0,0,0,1,0,0,0,0,6,duration-text-rules-v3
dur_0112,update readme project dengan langkah instalasi,grp_ceafd6a82b,1,2.0,7.0,60.0,0,0.0,item,mengedit,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0113,buat kerangka esai sejarah (pendahuluan + 3 poin),grp_50e476648f,1,5.0,8.0,120.0,1,3.0,item,membuat,lainnya,long_form,0,0,0,1,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0114,cari tiga lowongan kerja dan simpan favorit,grp_c50c58075e,1,3.0,6.0,60.0,1,3.0,item,mencari,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0115,ekspor daftar sitasi ke bibtex,grp_65b7f71415,1,4.0,7.0,30.0,0,0.0,<missing>,mengorganisir,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0116,lap bagian bawah dinding (baseboard) ruang tamu,grp_98cda71c96,1,6.0,2.0,60.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0117,tulis draf email sopan ke dosen pembimbing berisi pertanyaan,grp_c531e06995,1,1.0,7.0,15.0,0,0.0,dokumen,menulis,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0118,ganti nama file dengan awalan tanggal,grp_c52bded076,0,0.0,3.0,30.0,0,0.0,file,mengedit,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0119,cek tekanan ban dan isi angin jika perlu,grp_beadfb2699,1,7.0,6.0,30.0,0,0.0,<missing>,membaca,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0120,masak dua porsi makan malam sekaligus untuk hari sibuk,grp_f3051a8e18,1,3.0,3.0,120.0,1,2.0,item,membuat,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0121,tentukan pertanyaan riset dan hipotesis,grp_04aee793b9,1,2.0,8.0,120.0,0,0.0,soal,mencari,lainnya,analysis|research,1,1,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0122,baca sekilas abstrak untuk saring relevansi,grp_a45da1b020,1,4.0,7.0,120.0,0,0.0,<missing>,membaca,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0123,identifikasi celah/peluang dari studi literatur,grp_9ed3b713fc,1,3.0,6.0,120.0,0,0.0,<missing>,mencari,lainnya,research,0,1,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0124,buat file environment conda/poetry,grp_b67d4d02c2,1,1.0,7.0,60.0,0,0.0,file,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0125,implementasi pengecekan validasi data,grp_39ac011cdb,1,5.0,8.0,120.0,0,0.0,<missing>,mengerjakan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0126,latihan presentasi dan sesuaikan waktunya dengan slot,grp_61a8bc940b,1,6.0,5.0,120.0,0,0.0,<missing>,belajar,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0127,obati koloni lebah dengan asam format bila perlu,grp_7c42330aa8,1,3.0,7.0,60.0,0,0.0,<missing>,perawatan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0128,panen bingkai madu yang tertutup dan ekstrak madu,grp_dd9d09727f,1,4.0,4.0,180.0,0,0.0,<missing>,<missing>,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0129,isolasi sarang lebah untuk musim dingin dan perkecil pintu masuk,grp_e855815d14,1,5.0,5.0,120.0,0,0.0,<missing>,<missing>,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,10,duration-text-rules-v3
